document_id,query_player,relevant_player,rank,top_1_document_id,top_1_player,top_5_document_ids,top_5_players,query_text
rk_1,Max Aarons,Max Aarons,1,rk_1,Max Aarons,rk_1 | rk_1701 | rk_504 | rk_475 | rk_518,Max Aarons | Max Aarons | Charlie Taylor | Jahmai Simpson-Pusey | Conor Townsend,identity: player (Player): Max Aarons | nation (Nation): ENG | position (Pos): defender (DF) | club (Squad): Bournemouth | age (Age): 24 | birth_year (Born): 2000 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 8 | progressive_receptions (PrgR): 3 || usage_stats: matches_played (MP): 3 | starts (Starts): 1 | minutes_played (Min): 86 | full_match_equivalents (90s): 1.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_eng | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_2,Joshua Acheampong,Joshua Acheampong,1,rk_2,Joshua Acheampong,rk_2 | rk_232 | rk_198 | rk_354 | rk_4,Joshua Acheampong | Ayden Heaven | Tyrique George | James Milner | Tosin Adarabioyo,identity: player (Player): Joshua Acheampong | nation (Nation): ENG | position (Pos): defender (DF) | club (Squad): Chelsea | age (Age): 18 | birth_year (Born): 2006 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.2 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.2 | expected_goal_involvements (xG+xAG): 0.12 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 8 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 4 | starts (Starts): 2 | minutes_played (Min): 170 | full_match_equivalents (90s): 1.9 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_eng | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_3,Tyler Adams,Tyler Adams,1,rk_3,Tyler Adams,rk_3 | rk_4950 | rk_5181 | rk_2190 | rk_660,Tyler Adams | Djordje Mihailovic | Quinn Sullivan | Kirian Rodríguez | Gianluca Busio,identity: player (Player): Tyler Adams | nation (Nation): USA | position (Pos): midfielder (MF) | club (Squad): Bournemouth | age (Age): 25 | birth_year (Born): 1999 || attacking_stats: goals (Gls): 0 | assists (Ast): 3 | expected_goals (xG): 1.6 | expected_assists (xAG): 1.0 | non_penalty_expected_goals (npxG): 1.6 | expected_goal_involvements (xG+xAG): 0.12 || progression_stats: progressive_carries (PrgC): 14 | progressive_passes (PrgP): 76 | progressive_receptions (PrgR): 10 || usage_stats: matches_played (MP): 28 | starts (Starts): 21 | minutes_played (Min): 1965 | full_match_equivalents (90s): 21.8 || discipline_stats: yellow_cards (CrdY): 7 | red_cards (CrdR): 0 || tags: nation_usa | position_midfielder | medium_goals | elite_assists | high_expected_goals | medium_expected_assists | medium_progressive_carries | high_progressive_passes | low_progressive_receptions | high_minutes_played | regular_starter
rk_4,Tosin Adarabioyo,Tosin Adarabioyo,1,rk_4,Tosin Adarabioyo,rk_4 | rk_4084 | rk_109 | rk_68 | rk_4033,Tosin Adarabioyo | Christian Burgess | Lewis Cook | James Bree | Ryan Alebiosu,identity: player (Player): Tosin Adarabioyo | nation (Nation): ENG | position (Pos): defender (DF) | club (Squad): Chelsea | age (Age): 26 | birth_year (Born): 1997 || attacking_stats: goals (Gls): 1 | assists (Ast): 1 | expected_goals (xG): 0.9 | expected_assists (xAG): 0.2 | non_penalty_expected_goals (npxG): 0.9 | expected_goal_involvements (xG+xAG): 0.07 || progression_stats: progressive_carries (PrgC): 5 | progressive_passes (PrgP): 42 | progressive_receptions (PrgR): 1 || usage_stats: matches_played (MP): 22 | starts (Starts): 15 | minutes_played (Min): 1409 | full_match_equivalents (90s): 15.7 || discipline_stats: yellow_cards (CrdY): 4 | red_cards (CrdR): 0 || tags: nation_eng | position_defender | high_goals | high_assists | medium_expected_goals | low_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | medium_minutes_played | rotation_player
rk_5,Simon Adingra,Simon Adingra,1,rk_5,Simon Adingra,rk_5 | rk_4315 | rk_4615 | rk_447 | rk_2567,Simon Adingra | Konan N'dri | Osman Bukari | Georginio Rutter | Yassine Kechta,"identity: player (Player): Simon Adingra | nation (Nation): CIV | position (Pos): forward, midfielder (FW,MF) | club (Squad): Brighton | age (Age): 22 | birth_year (Born): 2002 || attacking_stats: goals (Gls): 2 | assists (Ast): 2 | expected_goals (xG): 2.5 | expected_assists (xAG): 2.5 | non_penalty_expected_goals (npxG): 2.5 | expected_goal_involvements (xG+xAG): 0.4 || progression_stats: progressive_carries (PrgC): 50 | progressive_passes (PrgP): 18 | progressive_receptions (PrgR): 136 || usage_stats: matches_played (MP): 29 | starts (Starts): 12 | minutes_played (Min): 1097 | full_match_equivalents (90s): 12.2 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_civ | position_forward | position_midfielder | high_goals | high_assists | high_expected_goals | high_expected_assists | elite_progressive_carries | low_progressive_passes | elite_progressive_receptions | medium_minutes_played | rotation_player"
rk_6,Emmanuel Agbadou,Emmanuel Agbadou,1,rk_6,Emmanuel Agbadou,rk_6 | rk_2313 | rk_3877 | rk_2574 | rk_2355,Emmanuel Agbadou | Emmanuel Agbadou | Francisco Reis Ferreira | Cédric Kipré | Abdoulaye Bamba,identity: player (Player): Emmanuel Agbadou | nation (Nation): CIV | position (Pos): defender (DF) | club (Squad): Wolves | age (Age): 27 | birth_year (Born): 1997 || attacking_stats: goals (Gls): 1 | assists (Ast): 0 | expected_goals (xG): 0.8 | expected_assists (xAG): 0.2 | non_penalty_expected_goals (npxG): 0.8 | expected_goal_involvements (xG+xAG): 0.07 || progression_stats: progressive_carries (PrgC): 6 | progressive_passes (PrgP): 31 | progressive_receptions (PrgR): 2 || usage_stats: matches_played (MP): 16 | starts (Starts): 16 | minutes_played (Min): 1410 | full_match_equivalents (90s): 15.7 || discipline_stats: yellow_cards (CrdY): 3 | red_cards (CrdR): 0 || tags: nation_civ | position_defender | high_goals | medium_assists | medium_expected_goals | low_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | medium_minutes_played | regular_starter
rk_7,Asher Agbinone,Asher Agbinone,1,rk_7,Asher Agbinone,rk_7 | rk_294 | rk_103 | rk_545 | rk_169,Asher Agbinone | Caleb Kporha | Nathaniel Clyne | Joel Ward | Romain Esse,identity: player (Player): Asher Agbinone | nation (Nation): ENG | position (Pos): midfielder (MF) | club (Squad): Crystal Palace | age (Age): 18 | birth_year (Born): 2005 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.79 || progression_stats: progressive_carries (PrgC): 2 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 1 || usage_stats: matches_played (MP): 2 | starts (Starts): 0 | minutes_played (Min): 6 | full_match_equivalents (90s): 0.1 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_eng | position_midfielder | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_8,Ola Aina,Ola Aina,1,rk_8,Ola Aina,rk_8 | rk_556 | rk_373 | rk_563 | rk_4419,Ola Aina | Neco Williams | Murillo | Yoane Wissa | Yira Sor,identity: player (Player): Ola Aina | nation (Nation): NGA | position (Pos): defender (DF) | club (Squad): Nott'ham Forest | age (Age): 27 | birth_year (Born): 1996 || attacking_stats: goals (Gls): 2 | assists (Ast): 1 | expected_goals (xG): 0.6 | expected_assists (xAG): 1.4 | non_penalty_expected_goals (npxG): 0.6 | expected_goal_involvements (xG+xAG): 0.06 || progression_stats: progressive_carries (PrgC): 67 | progressive_passes (PrgP): 107 | progressive_receptions (PrgR): 67 || usage_stats: matches_played (MP): 35 | starts (Starts): 35 | minutes_played (Min): 2995 | full_match_equivalents (90s): 33.3 || discipline_stats: yellow_cards (CrdY): 5 | red_cards (CrdR): 0 || tags: nation_nga | position_defender | high_goals | high_assists | medium_expected_goals | high_expected_assists | elite_progressive_carries | elite_progressive_passes | high_progressive_receptions | elite_minutes_played | regular_starter
rk_9,Rayan Aït-Nouri,Rayan Aït-Nouri,1,rk_9,Rayan Aït-Nouri,rk_9 | rk_2384 | rk_4487 | rk_2531 | rk_371,Rayan Aït-Nouri | Hicham Boudaoui | Luka Vušković | Florent Hanin | Daniel Muñoz,identity: player (Player): Rayan Aït-Nouri | nation (Nation): ALG | position (Pos): defender (DF) | club (Squad): Wolves | age (Age): 23 | birth_year (Born): 2001 || attacking_stats: goals (Gls): 4 | assists (Ast): 7 | expected_goals (xG): 2.7 | expected_assists (xAG): 5.5 | non_penalty_expected_goals (npxG): 2.7 | expected_goal_involvements (xG+xAG): 0.24 || progression_stats: progressive_carries (PrgC): 89 | progressive_passes (PrgP): 108 | progressive_receptions (PrgR): 176 || usage_stats: matches_played (MP): 37 | starts (Starts): 37 | minutes_played (Min): 3109 | full_match_equivalents (90s): 34.5 || discipline_stats: yellow_cards (CrdY): 7 | red_cards (CrdR): 1 || tags: nation_alg | position_defender | elite_goals | elite_assists | high_expected_goals | elite_expected_assists | elite_progressive_carries | elite_progressive_passes | elite_progressive_receptions | elite_minutes_played | regular_starter
rk_10,Kristoffer Ajer,Kristoffer Ajer,1,rk_10,Kristoffer Ajer,rk_10 | rk_5207 | rk_2562 | rk_5088 | rk_1022,Kristoffer Ajer | Tomas Totland | Warren Kamanzi | Birk Risa | Marcus Pedersen,identity: player (Player): Kristoffer Ajer | nation (Nation): NOR | position (Pos): defender (DF) | club (Squad): Brentford | age (Age): 26 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 1.0 | expected_assists (xAG): 1.2 | non_penalty_expected_goals (npxG): 1.0 | expected_goal_involvements (xG+xAG): 0.14 || progression_stats: progressive_carries (PrgC): 27 | progressive_passes (PrgP): 56 | progressive_receptions (PrgR): 44 || usage_stats: matches_played (MP): 24 | starts (Starts): 17 | minutes_played (Min): 1438 | full_match_equivalents (90s): 16.0 || discipline_stats: yellow_cards (CrdY): 5 | red_cards (CrdR): 0 || tags: nation_nor | position_defender | medium_goals | medium_assists | medium_expected_goals | high_expected_assists | high_progressive_carries | high_progressive_passes | medium_progressive_receptions | medium_minutes_played | rotation_player
rk_11,Manuel Akanji,Manuel Akanji,1,rk_11,Manuel Akanji,rk_11 | rk_870 | rk_2237 | rk_4335 | rk_4943,Manuel Akanji | Marc-Oliver Kempf | Djibril Sow | Ryoya Ogawa | Christopher McVey,identity: player (Player): Manuel Akanji | nation (Nation): SUI | position (Pos): defender (DF) | club (Squad): Manchester City | age (Age): 29 | birth_year (Born): 1995 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 1.6 | expected_assists (xAG): 0.4 | non_penalty_expected_goals (npxG): 1.6 | expected_goal_involvements (xG+xAG): 0.09 || progression_stats: progressive_carries (PrgC): 46 | progressive_passes (PrgP): 158 | progressive_receptions (PrgR): 7 || usage_stats: matches_played (MP): 26 | starts (Starts): 23 | minutes_played (Min): 2014 | full_match_equivalents (90s): 22.4 || discipline_stats: yellow_cards (CrdY): 3 | red_cards (CrdR): 0 || tags: nation_sui | position_defender | medium_goals | medium_assists | high_expected_goals | medium_expected_assists | elite_progressive_carries | elite_progressive_passes | low_progressive_receptions | high_minutes_played | regular_starter
rk_12,Nathan Aké,Nathan Aké,1,rk_12,Nathan Aké,rk_12 | rk_326 | rk_62 | rk_309 | rk_2227,Nathan Aké | Tyrell Malacia | Lamare Bogarde | Matthijs de Ligt | Daley Sinkgraven,identity: player (Player): Nathan Aké | nation (Nation): NED | position (Pos): defender (DF) | club (Squad): Manchester City | age (Age): 29 | birth_year (Born): 1995 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.2 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.2 | expected_goal_involvements (xG+xAG): 0.03 || progression_stats: progressive_carries (PrgC): 12 | progressive_passes (PrgP): 50 | progressive_receptions (PrgR): 2 || usage_stats: matches_played (MP): 10 | starts (Starts): 8 | minutes_played (Min): 678 | full_match_equivalents (90s): 7.5 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_ned | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | medium_progressive_carries | medium_progressive_passes | low_progressive_receptions | low_minutes_played | regular_starter
rk_13,Carlos Alcaraz,Carlos Alcaraz,1,rk_13,Carlos Alcaraz,rk_13 | rk_14 | rk_5544 | rk_6142 | rk_6113,Carlos Alcaraz | Carlos Alcaraz | Facundo Farías | Carlos Villalba | Santiago Toloza,identity: player (Player): Carlos Alcaraz | nation (Nation): ARG | position (Pos): midfielder (MF) | club (Squad): Southampton | age (Age): 21 | birth_year (Born): 2002 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 1.48 || progression_stats: progressive_carries (PrgC): 4 | progressive_passes (PrgP): 6 | progressive_receptions (PrgR): 1 || usage_stats: matches_played (MP): 1 | starts (Starts): 0 | minutes_played (Min): 10 | full_match_equivalents (90s): 0.1 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_arg | position_midfielder | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_14,Carlos Alcaraz,Carlos Alcaraz,1,rk_14,Carlos Alcaraz,rk_14 | rk_6079 | rk_4677 | rk_5998 | rk_13,Carlos Alcaraz | Santiago Solari | Pedro De la Vega | Geronimo Rivera | Carlos Alcaraz,"identity: player (Player): Carlos Alcaraz | nation (Nation): ARG | position (Pos): forward, midfielder (FW,MF) | club (Squad): Everton | age (Age): 21 | birth_year (Born): 2002 || attacking_stats: goals (Gls): 2 | assists (Ast): 3 | expected_goals (xG): 1.7 | expected_assists (xAG): 1.6 | non_penalty_expected_goals (npxG): 1.7 | expected_goal_involvements (xG+xAG): 0.4 || progression_stats: progressive_carries (PrgC): 19 | progressive_passes (PrgP): 42 | progressive_receptions (PrgR): 21 || usage_stats: matches_played (MP): 15 | starts (Starts): 7 | minutes_played (Min): 764 | full_match_equivalents (90s): 8.5 || discipline_stats: yellow_cards (CrdY): 4 | red_cards (CrdR): 0 || tags: nation_arg | position_forward | position_midfielder | high_goals | elite_assists | high_expected_goals | high_expected_assists | medium_progressive_carries | medium_progressive_passes | medium_progressive_receptions | low_minutes_played | rotation_player"
rk_15,Trent Alexander-Arnold,Trent Alexander-Arnold,1,rk_15,Trent Alexander-Arnold,rk_15 | rk_108 | rk_269 | rk_1928 | rk_436,Trent Alexander-Arnold | Levi Colwill | Curtis Jones | Sergio Gómez | Declan Rice,identity: player (Player): Trent Alexander-Arnold | nation (Nation): ENG | position (Pos): defender (DF) | club (Squad): Liverpool | age (Age): 25 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 3 | assists (Ast): 6 | expected_goals (xG): 1.9 | expected_assists (xAG): 7.3 | non_penalty_expected_goals (npxG): 1.9 | expected_goal_involvements (xG+xAG): 0.35 || progression_stats: progressive_carries (PrgC): 51 | progressive_passes (PrgP): 232 | progressive_receptions (PrgR): 94 || usage_stats: matches_played (MP): 33 | starts (Starts): 28 | minutes_played (Min): 2365 | full_match_equivalents (90s): 26.3 || discipline_stats: yellow_cards (CrdY): 5 | red_cards (CrdR): 0 || tags: nation_eng | position_defender | high_goals | elite_assists | high_expected_goals | elite_expected_assists | elite_progressive_carries | elite_progressive_passes | high_progressive_receptions | elite_minutes_played | regular_starter
rk_16,Alisson,Alisson,1,rk_16,Alisson,rk_16 | rk_4094 | rk_1576 | rk_3704 | rk_3623,Alisson | Colin Coosemans | Frederik Rønnow | Kewin | Lucas França,identity: player (Player): Alisson | nation (Nation): BRA | position (Pos): goalkeeper (GK) | club (Squad): Liverpool | age (Age): 31 | birth_year (Born): 1992 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.6 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.02 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 28 | starts (Starts): 28 | minutes_played (Min): 2508 | full_match_equivalents (90s): 27.9 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_bra | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | medium_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
rk_17,Miguel Almirón,Miguel Almirón,1,rk_17,Miguel Almirón,rk_17 | rk_4525 | rk_484 | rk_1090 | rk_2914,Miguel Almirón | Miguel Almirón | Ramón Sosa | Antonio Sanabria | Alan Benítez,identity: player (Player): Miguel Almirón | nation (Nation): PAR | position (Pos): forward (FW) | club (Squad): Newcastle Utd | age (Age): 30 | birth_year (Born): 1994 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.5 | expected_assists (xAG): 0.3 | non_penalty_expected_goals (npxG): 0.5 | expected_goal_involvements (xG+xAG): 0.45 || progression_stats: progressive_carries (PrgC): 3 | progressive_passes (PrgP): 6 | progressive_receptions (PrgR): 18 || usage_stats: matches_played (MP): 9 | starts (Starts): 1 | minutes_played (Min): 157 | full_match_equivalents (90s): 1.7 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_par | position_forward | medium_goals | medium_assists | medium_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | medium_progressive_receptions | low_minutes_played | rotation_player
rk_18,Olabade Aluko,Olabade Aluko,1,rk_18,Olabade Aluko,rk_18 | rk_203 | rk_475 | rk_20 | rk_294,Olabade Aluko | Michael Golding | Jahmai Simpson-Pusey | Will Alves | Caleb Kporha,identity: player (Player): Olabade Aluko | nation (Nation): ENG | position (Pos): defender (DF) | club (Squad): Leicester City | age (Age): 18 | birth_year (Born): 2006 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 1 | starts (Starts): 0 | minutes_played (Min): 2 | full_match_equivalents (90s): 0.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_eng | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_19,Edson Álvarez,Edson Álvarez,1,rk_19,Edson Álvarez,rk_19 | rk_4973 | rk_4206 | rk_5778 | rk_5227,Edson Álvarez | Santiago Muñóz | César Huerta | Luca Martínez | Obed Vargas,identity: player (Player): Edson Álvarez | nation (Nation): MEX | position (Pos): midfielder (MF) | club (Squad): West Ham | age (Age): 26 | birth_year (Born): 1997 || attacking_stats: goals (Gls): 0 | assists (Ast): 1 | expected_goals (xG): 0.4 | expected_assists (xAG): 0.8 | non_penalty_expected_goals (npxG): 0.4 | expected_goal_involvements (xG+xAG): 0.06 || progression_stats: progressive_carries (PrgC): 24 | progressive_passes (PrgP): 85 | progressive_receptions (PrgR): 18 || usage_stats: matches_played (MP): 28 | starts (Starts): 20 | minutes_played (Min): 1772 | full_match_equivalents (90s): 19.7 || discipline_stats: yellow_cards (CrdY): 9 | red_cards (CrdR): 1 || tags: nation_mex | position_midfielder | medium_goals | high_assists | low_expected_goals | medium_expected_assists | high_progressive_carries | high_progressive_passes | medium_progressive_receptions | high_minutes_played | rotation_player
rk_20,Will Alves,Will Alves,1,rk_20,Will Alves,rk_20 | rk_301 | rk_172 | rk_203 | rk_18,Will Alves | Will Lankshear | Jake Evans | Michael Golding | Olabade Aluko,identity: player (Player): Will Alves | nation (Nation): ENG | position (Pos): forward (FW) | club (Squad): Leicester City | age (Age): 19 | birth_year (Born): 2005 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 1 || usage_stats: matches_played (MP): 1 | starts (Starts): 0 | minutes_played (Min): 1 | full_match_equivalents (90s): 0.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_eng | position_forward | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_21,Harry Amass,Harry Amass,1,rk_21,Harry Amass,rk_21 | rk_232 | rk_101 | rk_324 | rk_470,Harry Amass | Ayden Heaven | Harry Clarke | Harry Maguire | Luke Shaw,identity: player (Player): Harry Amass | nation (Nation): ENG | position (Pos): defender (DF) | club (Squad): Manchester Utd | age (Age): 17 | birth_year (Born): 2007 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.02 || progression_stats: progressive_carries (PrgC): 9 | progressive_passes (PrgP): 7 | progressive_receptions (PrgR): 23 || usage_stats: matches_played (MP): 5 | starts (Starts): 4 | minutes_played (Min): 346 | full_match_equivalents (90s): 3.8 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_eng | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | medium_progressive_carries | low_progressive_passes | medium_progressive_receptions | low_minutes_played | regular_starter
rk_22,Samuel Amo-Ameyaw,Samuel Amo-Ameyaw,1,rk_22,Samuel Amo-Ameyaw,rk_22 | rk_160 | rk_2332 | rk_294 | rk_202,Samuel Amo-Ameyaw | Samuel Edozie | Samuel Amo-Ameyaw | Caleb Kporha | Martial Godo,"identity: player (Player): Samuel Amo-Ameyaw | nation (Nation): ENG | position (Pos): forward, defender (FW,DF) | club (Squad): Southampton | age (Age): 18 | birth_year (Born): 2006 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.29 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 3 || usage_stats: matches_played (MP): 2 | starts (Starts): 0 | minutes_played (Min): 28 | full_match_equivalents (90s): 0.3 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_eng | position_forward | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played"
rk_23,Mathis Amougou,Mathis Amougou,1,rk_23,Mathis Amougou,rk_23 | rk_2333 | rk_887 | rk_2380 | rk_2403,Mathis Amougou | Mathis Amougou | Mathis Lambourde | Saïmon Bouabré | Gabin Capuano,identity: player (Player): Mathis Amougou | nation (Nation): FRA | position (Pos): midfielder (MF) | club (Squad): Chelsea | age (Age): 18 | birth_year (Born): 2006 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 1 | starts (Starts): 0 | minutes_played (Min): 8 | full_match_equivalents (90s): 0.1 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_fra | position_midfielder | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_24,Joachim Andersen,Joachim Andersen,1,rk_24,Joachim Andersen,rk_24 | rk_25 | rk_435 | rk_1833 | rk_1001,Joachim Andersen | Joachim Andersen | Chadi Riad | Andreas Christensen | Sebastian Otoa,identity: player (Player): Joachim Andersen | nation (Nation): DEN | position (Pos): defender (DF) | club (Squad): Crystal Palace | age (Age): 28 | birth_year (Born): 1996 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.04 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 4 | progressive_receptions (PrgR): 1 || usage_stats: matches_played (MP): 1 | starts (Starts): 1 | minutes_played (Min): 90 | full_match_equivalents (90s): 1.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_den | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | regular_starter
rk_25,Joachim Andersen,Joachim Andersen,1,rk_25,Joachim Andersen,rk_25 | rk_24 | rk_129 | rk_4226 | rk_4530,Joachim Andersen | Joachim Andersen | Sepp van den Berg | Mathias Jørgensen | Malte Amundsen,identity: player (Player): Joachim Andersen | nation (Nation): DEN | position (Pos): defender (DF) | club (Squad): Fulham | age (Age): 28 | birth_year (Born): 1996 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 1.0 | expected_assists (xAG): 0.5 | non_penalty_expected_goals (npxG): 1.0 | expected_goal_involvements (xG+xAG): 0.05 || progression_stats: progressive_carries (PrgC): 16 | progressive_passes (PrgP): 112 | progressive_receptions (PrgR): 2 || usage_stats: matches_played (MP): 29 | starts (Starts): 29 | minutes_played (Min): 2583 | full_match_equivalents (90s): 28.7 || discipline_stats: yellow_cards (CrdY): 6 | red_cards (CrdR): 1 || tags: nation_den | position_defender | medium_goals | medium_assists | medium_expected_goals | medium_expected_assists | medium_progressive_carries | elite_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
