query_text,Player,Squad,Pos,Nation,Age,MP,Starts,Min,90s,CrdY,CrdR,score,player_profile
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Lucas Chevalier,Lille,GK,FRA,22,34,34,3060,34.0,0,0,6.695923675996994,identity: player (Player): Lucas Chevalier | nation (Nation): FRA | position (Pos): goalkeeper (GK) | club (Squad): Lille | age (Age): 22 | birth_year (Born): 2001 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.9 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.03 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 34 | starts (Starts): 34 | minutes_played (Min): 3060 | full_match_equivalents (90s): 34.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_fra | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | medium_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Yehvann Diouf,Reims,GK,SEN,24,34,34,3060,34.0,1,0,6.695923675996994,identity: player (Player): Yehvann Diouf | nation (Nation): SEN | position (Pos): goalkeeper (GK) | club (Squad): Reims | age (Age): 24 | birth_year (Born): 1999 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 34 | starts (Starts): 34 | minutes_played (Min): 3060 | full_match_equivalents (90s): 34.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_sen | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Yahia Fofana,Angers,GK,CIV,23,33,33,2970,33.0,4,0,6.695923675996994,identity: player (Player): Yahia Fofana | nation (Nation): CIV | position (Pos): goalkeeper (GK) | club (Squad): Angers | age (Age): 23 | birth_year (Born): 2000 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 33 | starts (Starts): 33 | minutes_played (Min): 2970 | full_match_equivalents (90s): 33.0 || discipline_stats: yellow_cards (CrdY): 4 | red_cards (CrdR): 0 || tags: nation_civ | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Benjamin Lecomte,Montpellier,GK,FRA,33,30,30,2700,30.0,0,0,6.695923675996994,identity: player (Player): Benjamin Lecomte | nation (Nation): FRA | position (Pos): goalkeeper (GK) | club (Squad): Montpellier | age (Age): 33 | birth_year (Born): 1991 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 30 | starts (Starts): 30 | minutes_played (Min): 2700 | full_match_equivalents (90s): 30.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_fra | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Lucas Perri,Lyon,GK,BRA,26,33,33,2970,33.0,1,0,6.695923675996994,identity: player (Player): Lucas Perri | nation (Nation): BRA | position (Pos): goalkeeper (GK) | club (Squad): Lyon | age (Age): 26 | birth_year (Born): 1997 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 33 | starts (Starts): 33 | minutes_played (Min): 2970 | full_match_equivalents (90s): 33.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_bra | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Diogo Costa,Porto,GK,POR,24,32,32,2880,32.0,0,0,6.695923675996994,identity: player (Player): Diogo Costa | nation (Nation): POR | position (Pos): goalkeeper (GK) | club (Squad): Porto | age (Age): 24 | birth_year (Born): 1999 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 32 | starts (Starts): 32 | minutes_played (Min): 2880 | full_match_equivalents (90s): 32.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_por | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Nico Mantl,Arouca,GK,GER,24,29,29,2610,29.0,6,0,6.695923675996994,identity: player (Player): Nico Mantl | nation (Nation): GER | position (Pos): goalkeeper (GK) | club (Squad): Arouca | age (Age): 24 | birth_year (Born): 2000 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 1 || usage_stats: matches_played (MP): 29 | starts (Starts): 29 | minutes_played (Min): 2610 | full_match_equivalents (90s): 29.0 || discipline_stats: yellow_cards (CrdY): 6 | red_cards (CrdR): 0 || tags: nation_ger | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Joel Robles,Estoril,GK,ESP,34,29,29,2610,29.0,3,0,6.695923675996994,identity: player (Player): Joel Robles | nation (Nation): ESP | position (Pos): goalkeeper (GK) | club (Squad): Estoril | age (Age): 34 | birth_year (Born): 1990 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 2 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 29 | starts (Starts): 29 | minutes_played (Min): 2610 | full_match_equivalents (90s): 29.0 || discipline_stats: yellow_cards (CrdY): 3 | red_cards (CrdR): 0 || tags: nation_esp | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Anatolii Trubin,Benfica,GK,UKR,22,32,32,2880,32.0,1,0,6.695923675996994,identity: player (Player): Anatolii Trubin | nation (Nation): UKR | position (Pos): goalkeeper (GK) | club (Squad): Benfica | age (Age): 22 | birth_year (Born): 2001 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 32 | starts (Starts): 32 | minutes_played (Min): 2880 | full_match_equivalents (90s): 32.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_ukr | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Ricardo Velho,Farense,GK,POR,25,28,28,2520,28.0,1,0,6.695923675996994,identity: player (Player): Ricardo Velho | nation (Nation): POR | position (Pos): goalkeeper (GK) | club (Squad): Farense | age (Age): 25 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 2 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 28 | starts (Starts): 28 | minutes_played (Min): 2520 | full_match_equivalents (90s): 28.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_por | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Colin Coosemans,Anderlecht,GK,BEL,31,28,28,2520,28.0,0,0,6.695923675996994,identity: player (Player): Colin Coosemans | nation (Nation): BEL | position (Pos): goalkeeper (GK) | club (Squad): Anderlecht | age (Age): 31 | birth_year (Born): 1992 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 5 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 28 | starts (Starts): 28 | minutes_played (Min): 2520 | full_match_equivalents (90s): 28.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_bel | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Leo Kokubo,Sint-Truiden,GK,JPN,23,27,27,2430,27.0,2,0,6.695923675996994,identity: player (Player): Leo Kokubo | nation (Nation): JPN | position (Pos): goalkeeper (GK) | club (Squad): Sint-Truiden | age (Age): 23 | birth_year (Born): 2001 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 27 | starts (Starts): 27 | minutes_played (Min): 2430 | full_match_equivalents (90s): 27.0 || discipline_stats: yellow_cards (CrdY): 2 | red_cards (CrdR): 0 || tags: nation_jpn | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Senne Lammens,Antwerp,GK,BEL,22,30,30,2700,30.0,0,0,6.695923675996994,identity: player (Player): Senne Lammens | nation (Nation): BEL | position (Pos): goalkeeper (GK) | club (Squad): Antwerp | age (Age): 22 | birth_year (Born): 2002 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 30 | starts (Starts): 30 | minutes_played (Min): 2700 | full_match_equivalents (90s): 30.0 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_bel | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
position_goalkeeper regular_starter elite_minutes_played high_minutes_played matches_played starts minutes_played,Davy Roef,Gent,GK,BEL,30,26,26,2340,26.0,1,0,6.695923675996994,identity: player (Player): Davy Roef | nation (Nation): BEL | position (Pos): goalkeeper (GK) | club (Squad): Gent | age (Age): 30 | birth_year (Born): 1994 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 26 | starts (Starts): 26 | minutes_played (Min): 2340 | full_match_equivalents (90s): 26.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_bel | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | elite_minutes_played | regular_starter
