Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
3546,Cauê,BRA,"FW,MF",Casa Pia,21,2002,12,3,349,3.9,1,0,1,1,0,0,2,0,1.0,1.0,0.0,1.0,3,8,21,0.26,0.0,0.26,0.26,0.26,0.27,0.0,0.27,0.27,0.27
3547,César,BRA,GK,Boavista,32,1992,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3548,Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,22,2002,25,13,1046,11.6,1,2,3,1,0,0,4,1,1.8,1.8,1.0,2.8,37,29,78,0.09,0.17,0.26,0.09,0.26,0.16,0.08,0.24,0.16,0.24
3549,Kevin Chamorro,CRC,GK,Estoril,24,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,Francisco Chissumba,POR,DF,Braga,19,2005,16,16,1429,15.9,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,31,62,104,0.0,0.06,0.06,0.0,0.06,0.03,0.07,0.1,0.03,0.1
3551,Till Cissokho,FRA,DF,Estrela,24,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
3552,Clayton,BRA,DF,AVS Futebol,24,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,Clayton,BRA,FW,Rio Ave,25,1999,31,31,2707,30.1,14,2,16,11,3,3,13,1,12.7,10.3,1.7,12.1,40,30,143,0.47,0.07,0.53,0.37,0.43,0.42,0.06,0.48,0.34,0.4
3554,Diego Collado,ESP,"MF,FW",Gil Vicente FC,23,2001,5,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
3555,Semeu Commey,GHA,DF,Estrela,20,2004,2,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
3556,Fábio Conceição,POR,"MF,FW",Estrela,23,2001,11,7,680,7.6,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,9,18,41,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.16,0.06,0.16
3557,Fábio Conceição,POR,"FW,DF",Rio Ave,23,2001,12,2,423,4.7,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,19,12,39,0.21,0.21,0.43,0.21,0.43,0.1,0.13,0.23,0.1,0.23
3558,Leo Cordeiro,BRA,MF,Estrela,28,1995,27,19,1866,20.7,1,1,2,1,0,0,3,0,1.9,1.9,0.6,2.5,26,108,46,0.05,0.05,0.1,0.05,0.1,0.09,0.03,0.12,0.09,0.12
3559,Félix Correia,POR,"FW,MF",Gil Vicente FC,23,2001,33,32,2892,32.1,9,3,12,6,3,3,3,0,9.1,6.8,5.4,12.2,81,163,242,0.28,0.09,0.37,0.19,0.28,0.28,0.17,0.45,0.21,0.38
3560,Alberto costa,POR,DF,Vitória,20,2003,10,7,675,7.5,0,2,2,0,0,0,0,0,0.2,0.2,1.5,1.7,30,31,52,0.0,0.27,0.27,0.0,0.27,0.03,0.2,0.23,0.03,0.23
3561,Bruno Xavier Almeida Costa,POR,"MF,FW",Nacional,27,1997,18,11,919,10.2,2,1,3,1,1,1,0,0,1.7,0.9,1.8,2.7,16,40,35,0.2,0.1,0.29,0.1,0.2,0.17,0.17,0.34,0.09,0.26
3562,Diogo Costa,POR,GK,Porto,24,1999,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3563,Gonçalo Costa,POR,"DF,MF",Estoril,24,2000,18,3,509,5.7,2,0,2,2,0,0,1,0,0.1,0.1,0.4,0.6,16,12,38,0.35,0.0,0.35,0.35,0.35,0.02,0.08,0.1,0.02,0.1
3564,Hélder Costa,ANG,"FW,MF",Estoril,30,1994,13,8,606,6.7,1,0,1,1,0,0,1,0,0.5,0.5,0.7,1.2,19,20,44,0.15,0.0,0.15,0.15,0.15,0.07,0.1,0.18,0.07,0.18
3565,João Costa,POR,FW,Santa Clara,24,2000,24,8,728,8.1,3,0,3,3,0,0,1,0,4.0,4.0,1.3,5.3,3,10,28,0.37,0.0,0.37,0.37,0.37,0.5,0.16,0.66,0.5,0.66
3566,João Paulo Santos Costa,POR,GK,Estrela,28,1996,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,Michel Costa,BRA,MF,Estoril,22,2001,10,7,597,6.6,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.2,3,26,8,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
3568,Rui Costa,POR,"FW,MF",Farense,28,1996,15,6,696,7.7,2,1,3,2,0,0,1,0,2.3,2.3,0.7,3.0,5,6,46,0.26,0.13,0.39,0.26,0.39,0.3,0.09,0.39,0.3,0.39
3569,Marco Cruz,POR,"DF,MF",Vitória,20,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,Sandro Cruz,ANG,DF,Gil Vicente FC,23,2001,25,24,2082,23.1,0,0,0,0,0,0,11,1,0.8,0.8,0.9,1.7,33,73,63,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
3571,Augusto Dabo,GNB,DF,Boavista,20,2004,13,7,546,6.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,6,17,10,0.0,0.16,0.16,0.0,0.16,0.02,0.01,0.03,0.02,0.03
3572,Samuel Dahl,SWE,"DF,MF",Benfica,24,2000,11,6,595,6.6,0,4,4,0,0,0,0,0,0.3,0.3,2.6,2.9,11,36,61,0.0,0.61,0.61,0.0,0.61,0.04,0.4,0.44,0.04,0.44
3573,Amadou Dante,MLI,"DF,MF",Arouca,23,2000,16,12,1059,11.8,0,0,0,0,0,0,1,0,0.1,0.1,1.4,1.5,24,43,47,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13
3574,Mathias De Amorim,POR,MF,Famalicão,19,2004,24,10,1072,11.9,1,1,2,1,0,0,4,0,1.2,1.2,1.5,2.6,13,62,60,0.08,0.08,0.17,0.08,0.17,0.1,0.12,0.22,0.1,0.22
3575,Zeno Debast,BEL,"DF,MF",Sporting CP,20,2003,31,23,2126,23.6,0,3,3,0,0,0,3,0,0.5,0.5,2.3,2.8,24,192,23,0.0,0.13,0.13,0.0,0.13,0.02,0.1,0.12,0.02,0.12
3576,Depú,ANG,FW,Gil Vicente FC,24,2000,3,0,43,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53
3577,Derick,BRA,"DF,MF",Farense,30,1993,23,17,1417,15.7,1,3,4,1,0,0,3,0,0.6,0.6,2.0,2.7,31,25,60,0.06,0.19,0.25,0.06,0.25,0.04,0.13,0.17,0.04,0.17
3578,Ángel Di María,ARG,FW,Benfica,36,1988,25,20,1646,18.3,8,5,13,3,5,5,5,0,8.9,5.0,5.2,10.1,70,160,199,0.44,0.27,0.71,0.16,0.44,0.49,0.28,0.77,0.27,0.55
3579,Abdoulay Diaby,MLI,"FW,MF",Boavista,33,1991,12,9,894,9.9,1,1,2,1,0,0,1,0,2.6,2.6,0.4,3.0,11,21,48,0.1,0.1,0.2,0.1,0.2,0.26,0.04,0.3,0.26,0.3
3580,Matheus Dias,BRA,"MF,DF",Nacional,22,2002,26,20,1750,19.4,0,1,1,0,0,0,7,0,0.3,0.3,0.8,1.1,19,84,8,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
3581,Tiago Dias,POR,"FW,DF",Casa Pia,26,1998,8,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,8,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37
3582,Ousmane Diomande,CIV,DF,Sporting CP,20,2003,31,29,2521,28.0,2,0,2,2,0,0,7,2,1.7,1.7,0.6,2.3,13,82,4,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08
3583,Tiago Djaló,POR,DF,Porto,24,2000,8,6,590,6.6,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.5,13,23,5,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
3584,Maxime Dominguez,SUI,MF,Gil Vicente FC,28,1996,4,3,249,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,5,11,9,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21
3585,Issiar Dramé,MLI,DF,Estrela,25,1999,21,18,1589,17.7,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,16,19,7,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
3586,Dudu,BRA,"FW,MF",Nacional,24,1999,21,17,1338,14.9,3,2,5,2,1,2,0,0,4.8,3.3,1.1,4.3,28,19,65,0.2,0.13,0.34,0.13,0.27,0.31,0.07,0.37,0.21,0.27
3587,Carlos Eduardo,BRA,"FW,MF",Gil Vicente FC,21,2002,7,3,244,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,3,1,17,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.28,0.03,0.28
3588,Marcus Edwards,ENG,"MF,FW",Sporting CP,25,1998,6,1,111,1.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.7,15,11,16,0.81,0.0,0.81,0.81,0.81,0.46,0.14,0.6,0.46,0.6
3589,Demir Ege Tıknaz,TUR,MF,Rio Ave,19,2004,28,24,1976,22.0,4,2,6,4,0,0,7,0,2.0,2.0,1.6,3.6,23,96,17,0.18,0.09,0.27,0.18,0.27,0.09,0.07,0.16,0.09,0.16
3590,Marvin Elimbi,FRA,DF,Gil Vicente FC,21,2003,11,5,434,4.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
3591,Simon Elisor,FRA,FW,Famalicão,25,1999,15,6,597,6.6,4,0,4,4,0,0,2,0,3.6,3.6,0.5,4.1,11,10,37,0.6,0.0,0.6,0.6,0.6,0.54,0.08,0.62,0.54,0.62
3592,Úmaro Embaló,POR,"FW,MF",Vitória,23,2001,7,0,148,1.6,2,0,2,2,0,0,0,0,1.7,1.7,0.0,1.7,4,4,16,1.22,0.0,1.22,1.22,1.22,1.06,0.0,1.06,1.06,1.06
3593,Rui Encarnação,POR,GK,Nacional,26,1998,2,1,135,1.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,Ricardo Esgaio,POR,DF,Sporting CP,31,1993,9,2,230,2.6,0,0,0,0,0,0,0,1,0.0,0.0,0.4,0.4,5,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16
3595,Tiago Esgaio,POR,DF,Arouca,28,1995,25,25,2180,24.2,2,1,3,2,0,0,2,0,1.7,1.7,1.8,3.5,27,91,78,0.08,0.04,0.12,0.08,0.12,0.07,0.07,0.14,0.07,0.14
3596,Dario Essugo,POR,MF,Sporting CP,19,2005,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,Luís Esteves,POR,MF,Nacional,26,1998,33,31,2808,31.2,0,3,3,0,0,0,6,0,2.8,2.8,3.1,5.9,54,167,77,0.0,0.1,0.1,0.0,0.1,0.09,0.1,0.19,0.09,0.19
3598,Stephen Eustáquio,CAN,"MF,DF",Porto,27,1996,30,22,1918,21.3,0,0,0,0,0,0,7,0,1.0,1.0,1.7,2.6,11,149,41,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12
3599,Evanilson,BRA,FW,Porto,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,Claudio Falcão,BRA,"DF,MF",Farense,30,1994,32,32,2851,31.7,1,2,3,1,0,0,10,1,2.1,2.1,1.8,3.9,7,81,13,0.03,0.06,0.09,0.03,0.09,0.07,0.06,0.12,0.07,0.12
3601,Eduardo Felicíssimo,POR,MF,Sporting CP,17,2007,6,2,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,2,7,1,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11
3602,Nuno Felix,POR,MF,Benfica,20,2004,2,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,Vando Félix,GNB,"FW,MF",Vitória,21,2002,16,5,548,6.1,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,20,16,51,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13
3604,Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,27,1997,6,5,415,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,25,1,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
3605,Lucas Fernandes,BRA,"MF,FW",AVS Futebol,26,1997,8,6,496,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06
3606,Martim Fernandes,POR,DF,Porto,18,2006,25,15,1311,14.6,0,6,6,0,0,0,5,0,0.7,0.7,4.8,5.5,39,46,108,0.0,0.41,0.41,0.0,0.41,0.05,0.33,0.37,0.05,0.37
3607,Mateus Fernandes,POR,"FW,MF",Sporting CP,20,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,2,2,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.33,0.08,0.33
3608,Roger Fernandes,POR,"FW,MF",Braga,18,2005,28,21,1739,19.3,3,3,6,3,0,0,2,0,3.3,3.3,3.6,6.8,91,56,192,0.16,0.16,0.31,0.16,0.31,0.17,0.18,0.35,0.17,0.35
3609,Rúben Fernandes,POR,DF,Gil Vicente FC,38,1986,28,28,2503,27.8,1,1,2,1,0,0,4,1,1.2,1.2,0.6,1.8,21,85,10,0.04,0.04,0.07,0.04,0.07,0.04,0.02,0.06,0.04,0.06
3610,Roberto Férnandez,ESP,FW,Braga,22,2002,15,5,505,5.6,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.7,6,5,31,0.36,0.0,0.36,0.36,0.36,0.27,0.04,0.31,0.27,0.31
3611,João Ferreira Barros,POR,"MF,FW",Boavista,18,2006,12,2,260,2.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,8,5,11,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16
3612,Filipe Ferreira,POR,DF,Boavista,33,1990,27,26,2223,24.7,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,21,68,30,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
3613,Fernando Ferreira Fonseca,POR,"DF,MF",AVS Futebol,27,1997,26,21,1908,21.2,0,0,0,0,0,0,9,0,0.3,0.3,1.8,2.1,38,72,59,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1
3614,João Ferreira,POR,DF,Braga,23,2001,21,13,1311,14.6,0,1,1,0,0,0,6,0,0.6,0.6,1.0,1.5,27,69,40,0.0,0.07,0.07,0.0,0.07,0.04,0.07,0.11,0.04,0.11
3615,Marcelo dos Santos Ferreira,BRA,DF,Moreirense,35,1989,33,33,2970,33.0,1,0,1,1,0,0,7,0,1.0,1.0,0.8,1.7,3,49,3,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05
3616,Pedro Ferreira,POR,MF,Santa Clara,26,1998,32,20,1826,20.3,0,4,4,0,0,0,8,0,1.3,1.3,1.5,2.9,9,50,30,0.0,0.2,0.2,0.0,0.2,0.07,0.08,0.14,0.07,0.14
3617,Tiago Ferreira,POR,"FW,DF",Estrela,22,2002,3,1,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,6,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16
3618,Daniel Figueira,POR,GK,Estoril,26,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3619,Sidoine Fogning,CMR,DF,Boavista,22,2001,13,13,1170,13.0,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,2,29,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
3620,Tiago Fonseca Morais,POR,"FW,MF",Rio Ave,20,2003,31,18,1562,17.4,4,0,4,4,0,1,1,0,3.8,3.0,1.7,4.7,36,63,101,0.23,0.0,0.23,0.23,0.23,0.22,0.1,0.32,0.17,0.27
3621,José Fontán,ESP,DF,Arouca,24,2000,29,29,2589,28.8,1,0,1,1,0,0,10,0,1.1,1.1,0.1,1.1,9,75,3,0.03,0.0,0.03,0.03,0.03,0.04,0.0,0.04,0.04,0.04
3622,José Fonte,POR,DF,Casa Pia,40,1983,25,24,2024,22.5,0,0,0,0,0,0,5,1,0.9,0.9,0.1,1.0,4,32,4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
3623,Lucas França,BRA,GK,Nacional,28,1996,33,33,2925,32.5,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3624,André Franco,POR,"MF,FW",Porto,26,1998,17,4,435,4.8,1,0,1,1,0,0,4,0,0.5,0.5,1.3,1.8,8,26,19,0.21,0.0,0.21,0.21,0.21,0.11,0.27,0.37,0.11,0.37
3625,Afonso Freitas,POR,DF,Nacional,24,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3626,Iván Fresneda,ESP,"DF,MF",Sporting CP,19,2004,18,11,961,10.7,3,0,3,3,0,0,2,0,1.9,1.9,1.0,3.0,28,42,70,0.28,0.0,0.28,0.28,0.28,0.18,0.1,0.28,0.18,0.28
3627,Godfried Frimpong,NED,DF,Moreirense,25,1999,30,29,2539,28.2,1,3,4,1,0,0,6,0,0.6,0.6,2.8,3.3,28,66,98,0.04,0.11,0.14,0.04,0.14,0.02,0.1,0.12,0.02,0.12
3628,Kanya Fujimoto,JPN,MF,Gil Vicente FC,25,1999,30,28,2219,24.7,5,5,10,4,1,1,1,0,4.0,3.2,4.2,7.4,34,93,124,0.2,0.2,0.41,0.16,0.37,0.16,0.17,0.33,0.13,0.3
3629,Taichi Fukui,JPN,MF,Arouca,20,2004,30,25,2183,24.3,0,2,2,0,0,0,5,0,0.8,0.8,1.4,2.2,25,103,30,0.0,0.08,0.08,0.0,0.08,0.03,0.06,0.09,0.03,0.09
3630,Rúben Furtado,POR,"FW,MF",Braga,18,2005,4,0,51,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,4,2,5,0.0,0.0,0.0,0.0,0.0,0.87,0.11,0.98,0.87,0.98
3631,Tiago Gabriel,POR,DF,Estrela,19,2004,11,11,980,10.9,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,2,22,1,0.09,0.0,0.09,0.09,0.09,0.05,0.0,0.06,0.05,0.06
3632,Galeno,BRA,"FW,DF",Porto,26,1997,18,17,1445,16.1,8,0,8,4,4,6,4,0,9.1,4.2,2.2,6.4,56,58,175,0.5,0.0,0.5,0.25,0.25,0.57,0.14,0.71,0.26,0.4
3633,Tiago Galletto,URU,MF,AVS Futebol,22,2002,3,0,90,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
3634,Nino Galović,CRO,DF,Arouca,32,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3635,João Tiago Serrão Garcês,POR,MF,Nacional,31,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
3636,García,BRA,DF,Nacional,22,2002,33,31,2799,31.1,0,3,3,0,0,0,5,0,0.4,0.4,3.2,3.6,56,103,109,0.0,0.1,0.1,0.0,0.1,0.01,0.1,0.11,0.01,0.11
3637,Fabrício Garcia,CPV,"FW,DF",Estoril,23,2001,24,15,1269,14.1,0,0,0,0,0,0,3,0,1.9,1.9,0.8,2.6,52,15,96,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19
3638,Santiago García,ESP,MF,Gil Vicente FC,22,2001,27,16,1475,16.4,4,2,6,4,0,0,10,0,1.4,1.4,1.3,2.7,17,66,46,0.24,0.12,0.37,0.24,0.37,0.09,0.08,0.17,0.09,0.17
3639,Bruno Gaspar,ANG,DF,Vitória,31,1993,13,10,918,10.2,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.1,17,45,72,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11
3640,Mory Gbane,CIV,"MF,DF",Gil Vicente FC,23,2000,18,16,1471,16.3,1,0,1,1,0,0,3,0,1.2,1.2,0.2,1.4,17,48,10,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.09,0.07,0.09
3641,Geovanny,POR,MF,Farense,20,2004,6,1,164,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
3642,André Geraldes,POR,"MF,DF",Casa Pia,33,1991,26,13,1342,14.9,0,1,1,0,0,0,5,0,0.3,0.3,1.1,1.4,14,38,47,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.1,0.02,0.1
3643,Ismaël Gharbi,ESP,"FW,MF",Braga,20,2004,23,13,1058,11.8,4,3,7,4,0,0,2,0,2.8,2.8,1.4,4.1,35,46,115,0.34,0.26,0.6,0.34,0.6,0.24,0.12,0.35,0.24,0.35
3644,Marco van Ginkel,NED,"MF,FW",Boavista,31,1992,11,9,682,7.6,1,1,2,0,1,1,2,0,1.6,0.8,0.5,1.2,3,17,22,0.13,0.13,0.26,0.0,0.13,0.21,0.06,0.27,0.1,0.16
3645,José Gomes,POR,DF,Nacional,28,1996,28,27,2344,26.0,3,1,4,3,0,0,3,0,1.5,1.5,1.8,3.3,32,65,110,0.12,0.04,0.15,0.12,0.15,0.06,0.07,0.13,0.06,0.13
3646,Pedro gomes,POR,DF,Boavista,21,2003,21,18,1452,16.1,0,0,0,0,0,0,7,1,0.9,0.9,0.1,1.0,2,35,16,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06
3647,Vítor Gomes,POR,MF,Rio Ave,36,1987,6,1,93,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,0,7,1,0.0,0.97,0.97,0.0,0.97,0.0,0.62,0.62,0.0,0.62
3648,William Gomes,BRA,"MF,FW",Porto,18,2006,8,0,155,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,7,19,0.0,0.0,0.0,0.0,0.0,0.13,0.18,0.32,0.13,0.32
3649,Victor Gomez,ESP,DF,Braga,24,2000,27,21,1908,21.2,0,2,2,0,0,0,1,0,0.9,0.9,1.9,2.8,38,132,160,0.0,0.09,0.09,0.0,0.09,0.04,0.09,0.13,0.04,0.13
3650,Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,25,1999,21,18,1491,16.6,5,5,10,5,0,0,3,1,3.0,3.0,2.1,5.1,40,79,89,0.3,0.3,0.6,0.3,0.6,0.18,0.13,0.31,0.18,0.31
3651,Franscisco Gonçalves,POR,DF,Nacional,20,2004,1,0,18,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3652,João Gonçalves,POR,GK,Boavista,23,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3653,Pedro Gonçalves,POR,"MF,FW",Sporting CP,26,1998,14,12,870,9.7,5,4,9,5,0,0,3,0,4.2,4.2,4.1,8.4,21,51,70,0.52,0.41,0.93,0.52,0.93,0.44,0.43,0.86,0.44,0.86
3654,Cristo González,ESP,MF,Arouca,26,1997,2,2,180,2.0,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,3,10,10,0.0,0.5,0.5,0.0,0.5,0.08,0.42,0.5,0.08,0.5
3655,Mario González,ESP,FW,Famalicão,28,1996,16,3,576,6.4,2,2,4,2,0,0,0,0,1.9,1.9,0.5,2.4,3,4,31,0.31,0.31,0.62,0.31,0.62,0.29,0.08,0.37,0.29,0.37
3656,Nicolás González,ESP,MF,Porto,22,2002,17,17,1441,16.0,5,3,8,5,0,0,6,1,4.3,4.3,0.7,5.0,22,114,42,0.31,0.19,0.5,0.31,0.5,0.27,0.05,0.31,0.27,0.31
3657,Jean Gorby,FRA,MF,Braga,22,2002,24,14,1217,13.5,1,0,1,1,0,0,3,0,0.5,0.5,0.2,0.7,4,68,12,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05
3658,João Goulart Silva,POR,DF,Casa Pia,24,2000,33,32,2838,31.5,2,0,2,2,0,0,4,0,1.0,1.0,0.5,1.4,16,50,2,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
3659,Tiago Gouveia,POR,"FW,DF",Benfica,23,2001,4,0,103,1.1,1,1,2,1,0,0,1,0,0.8,0.8,0.7,1.5,6,8,17,0.87,0.87,1.75,0.87,1.75,0.7,0.64,1.34,0.7,1.34
3660,Pablo Gozalbez,ESP,MF,Arouca,23,2001,17,8,648,7.2,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.5,9,37,45,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2
